post_content,url
"
O amigo perdido  Hella Haasse (1918-2011) - HOLANDA  Tradução: Daniel Dago          São Paulo: Rua do Sabão, 2021, 129 páginas Neste romance curto, a Autora assume uma voz masculina, de um engenheiro holandês sem nome, que rememora sua infância e adolescência passada nas então chamadas Índias Holandesas, hoje Indonésia, onde seu pai administrava uma propriedade. A narrativa, muito bem urdida, vai nos apresentando aos poucos o cenário e os personagens que nele circulam. Inicialmente, em Kebon Jati, ele mora com o pai e a mãe numa casa afastada dos ""nativos"", onde convive com Urug, um menino nascido exatamente na mesma época, filho de Deppoh, capataz da propriedade. Ali, o narrador vive um idílio - soltos, e inseparáveis, ele e Urug se misturam à paisagem, transformando os dias em intensas brincadeiras. Tão irmanados encontram-se, que o narrador fala muito melhor o sundanês - língua local - que o holandês, para desespero dos pais. Até que um dia ocorre uma tragédia: o barco em que pescavam, a família e amigos, afunda e Deppoh, tentando salvar o narrador, acaba morrendo afogado. O pai do narrador então toma à sua responsabilidade a educação de Urug. Neste intervalo, a mãe do narrador foge para a França e o pai resolve passar uma temporada em viagem - volta casado, a nova mulher grávida. Começa então uma segunda fase na vida dos pequenos amigos: eles vão estudar em Sukabumi, cidade próxima, mas em escolas separadas: o narrador numa escola para crianças holandesas, Urug numa escola para crianças nativas e ""mestiças"". Aqui, na verdade, começa, sem que eles saibam, uma cisão que mostrará, ao longo do tempo, as profundas cicatrizes provocadas pela colonização, ou, em outras palavras, os malefícios da ocupação e exploração de uma civilização por outra. O narrador mora numa pensão para crianças holandesas, Urug numa pensão administrada por Lida, uma holandesa que aos poucos envolve-se com ele, tratando-o como o filho que não teve. Em Sukabumi, o narrador e Urug começam a se afastar, ainda que mantenham laços afetivos. Urug, pouco a pouco, adota hábitos ocidentais, querendo a todo custo enterrar seu passado de ""nativo"", do qual se envergonha. No entanto, Lida consegue colocar Urug na mesma pensão que o narrador e, então, pela primeira vez, Urug - e o narrador - percebem que vivem em mundos distantes, que um é o colonizador e o outro o colonizado. Urug conhece Abdalla e dá outra guinada em sua vida: renuncia aos hábitos ocidentais e assume roupas e costumes indonésios. Mais à frente, o narrador vai estudar engenharia na Holanda, enquanto Urug e Abdalla mudam-se para Surabaia, para fazer medicina numa escola separada. Urug torna-se militante da causa indonésia - isso antes de explodir a II Guerra Mundial. Em 1945, a Indonésia declara independência, unilateralmente, e a Holanda tenta ainda manter a ex-colônia. É nesse momento que, formado, o narrador volta àquela terra, que julga também sua, e vai se defrontar com a realidade de ser um forasteiro. O livro é um retrato vivo dos efeitos da política colonialista europeia - tanto no nível coletivo, quanto no individual. Avaliação:  MUITO BOM(Novembro, 2021)

",http://lendoosclassicosluizruffato.blogspot.com/2021/11/o-amigo-perdido-hella-haasse-1918-2011.html
"
           Os quatro encontros Henry James (1843-1916) - EUA/INGLATERRA  Tradução: Aristides Barbosa          São Paulo: Clube do Livro, 1986, 144 páginas Este livro reúne três contos do Autor. A narrativa que dá título ao livro, uma obra-prima digna de figurar em qualquer antologia das melhores histórias curtas de todos os tempos, é o relato de quatro encontros havidos entre o narrador e a modesta e sonhadora professora Caroline Spencer, moradora nos arredores de Boston. No primeiro encontro, o narrador ouve de Caroline seu desejo de visitar a Europa; três anos depois, ele a encontra, por acaso, em Havre, desembarcando do mesmo navio de conhecidos seus, a quem fora recepcionar. Ele conversa com Caroline e descobre que um primo dela, jovem estudante de arte em Paris, fora buscá-la. À tarde, ele tem o terceiro encontro com a professora, quando ela confessa que iria voltar imediatamente para os Estados Unidos, porque seu primo metera-se em uma enrascada e ela lhe emprestou todo o dinheiro que trazia. A enrascada do primo envolve uma confusa história de dívidas e amores com uma condessa. O narrador percebe que trata-se evidentemente de uma farsa, mas ao tentar alertá-la, não obtém sucesso. O último encontro ocorre quatro anos depois, nos arredores de Boston, quando o narrador, curioso, vai visitá-la e encontra a tal condessa morando com ela, após a morte do primo, e tratando-a como se fosse sua empregada. O segundo conto, o mais fraco, intitula-se ""O Discípulo"" e mostra a relação entre um jovem preceptor americano com a família de seu pupilo, também americana, vivendo na França. A família é constituída por pessoas completamente envolvidas em aparências: irresponsáveis, gastam dinheiro que não têm. O último conto, ""O mentiroso"", é uma ótima história. O bem-sucedido pintor Oliver Lyon reencontra uma paixão antiga, Everina Brant, e descobre que ela está casada com o simpático coronel Capadose. Aos poucos, Lyon percebe que o coronel é um impenitente mentiroso, dono de uma fértil mas doentia imaginação. Inicialmente, Lyon acredita que Everina não sabe deste lado obscuro do marido, mas, para sua decepção, ao final, compreende que ela havia sido ""contaminada"" pela doença do marido. As histórias todas basicamente colocam personagens frente a dilemas morais.  Avaliação: MUITO BOM(Novembro, 2021)

",http://lendoosclassicosluizruffato.blogspot.com/2021/11/os-quatro-encontros-henry-james-1843.html
"
A fera na selva Henry James (1843- 1916) - EUA/INGLATERRA  Tradução: Fernando Sabino           Rio de Janeiro: Rocco, 1985, 94 páginas Neste conto longo, o Autor nos apresenta a John Marcher e May Barthram, que reencontram-se por acaso em Londres depois de quase dez anos. Antes, eles haviam estado juntos num passeio perto de Nápoles e voltaram com amigos comuns para Roma. Naquela ocasião, John confessara a May que tinha uma sensação ""de estar sendo poupado para algo raro e estranho, talvez prodigioso e terrível, que mais cedo ou mais tarde acabaria acontecendo"" (p. 24). Durante o reencontro, May lembra a John essa confissão - que ele não lembrava de ter compartilhado com ela - e pergunta se ""aquilo"" já havia ocorrido. John responde que não e a partir disso, dessa tão aguardada espera por algo que nem ele nem ela conseguiam identificar, os dois se aproximam e se tornam grande amigos - numa relação que é ao mesmo tempo de desejo e de repulsa. Os anos se passam e ambos sempre a aguardar - como a fera na selva - por esse momento grandioso que, ao fim e ao cabo, nunca se concretiza... Avaliação:  BOM(Novembro, 2021)

",http://lendoosclassicosluizruffato.blogspot.com/2021/11/a-fera-na-selva-henry-james-1843-1916.html
"
BALANÇO FINAL

 

 

Caro(a)
amigo(a),

No dia 31
de agosto de 2015 – portanto há exatos 6 anos e três meses – iniciei esse
projeto, de ler ou reler aqueles livros que considero clássicos, presentes na
minha biblioteca. Não esgotei nem mesmo uma ínfima parte dos títulos, mas dou
por encerrada essa etapa de compartilhamento das minhas impressões de leitura. 

Foram comentados
338 livros, entre romances e coletâneas de contos, de autores e autoras das
mais diversas línguas da tradição do mundo ocidental, a esmagadora maioria
traduzidos diretamente do idioma original. 

Abaixo,
ofereço uma pequena lista dos romances que considero imprescindíveis –
evidentemente o(a)  leitor(a) mais
atento(a) sentirá falta de alguns títulos conhecidos e antecipo que alguns
deles não estão na lista porque não os considero à altura de constar ao lado
dos que se seguem, enquanto outros não estão porque não tive tempo, nesse
período, de lê-los ou relê-los. Talvez valha a pena passear pelo blogue para conhecê-los
ou perceber as ausências.

Além disso,
ofereço alguns títulos de livros de contos e, no final, uma lista de contistas
cuja obra não está contida em apenas um livro, mas espraia-se por várias
coletâneas. E, por fim, ofereço uma pequena lista de romances brasileiros que
vale a pena conhecer.

 

Os romances

 

Norte e Sul
– Elizabeth Gaskell

A história
de Mildred Peirce – James M. Cain

O Golem –
Gustav Meyrink

Frankenstein
– Mary Shelley

Morrer sozinho
em Berlim – Hans Fallada

O regresso
do soldado – Rebecca West

A Praça do
Diamante – Mercè Redoreda

A paz dura
pouco – Chinua Achebe

Berlin
Alexanderplatz – Alfred Döblin

O jardim
dos Finzi-Contini – Giorgio Bassani

A
modificação – Michel Butor

O Primo
Basílio – Eça de Queiroz

Os noivos –
Alessandro Manzoni

Ifigênia –
Teresa de la Parra

O bebedor
de vinho de palmeira – Amos Tutuola

A Família
Golovliov – Saltykov-Shchedrin

A ponte sobre
o Drna – Ivo Andric

O Pai
Goriot – Honoré de Balzac

No caminho
de Swann – Marcel Proust

As viagens
de Gulliver – Jonathan Swift

Gente
independente – Halldór Laxness

O Leopardo –
Giuseppe Tomasi, Príncipe de Lampedusa

Pequeno
mundo antigo – Antonio Fogazzaro

O Conde de
Monte Cristo – Alexandre Dumas

O Vermelho
e o Negro – Stendhal

Marcha de
Radetsky – Joseph Roth

1933 foi um
ano ruim – John Fante

O coração
das trevas – Joseph Conrad

O morro dos
ventos uivantes – Emily Brontë

Nada de
novo no front – Erich Remarque

O coração é
um caçador solitário – Carson McCullers

Pedro
Páramo – Juan Rulfo

Bom dia
para os defuntos – Manuel Scorza

A vida e as
opiniões do cavalheiro Tristram Shandy – Laurence Sterne

A história
maravilhosa de Peter Schlemihl – Adelbert von Chamisso

Águas de
primavera – Ivan Turgueniév

Os de baixo
– Mariano Azuela

Tom Jones –
Henry Fieldings

 

 

 

Os livros de contos

 

Cavalo
pálido, pálido cavaleiro – Katherine Ann Porter

Meias de
seda – Kate Chopin

A fogueira
e outros contos – Jack London

Três contos
– Gustave Flaubert

Nove
estórias – J.D. Salinger

Sagarana –
Guimarães Rosa

Manual da
faxineira – Lucy Berlin

Short cuts –
Raymond Carver

28 contos –
John Cheever

As filhas
do fogo – Gérard de Nerval

A pane – O túnel
– O cão – Friedrich Dürrenmatt

Dublinenses
– James Joyce

Frenesi de
verão – Erskine Caldwell

Encontros
com Liz – Leonid Dobytchin

Os ventos –
Eudora Welty

Contos de
Tenetz – Yordan Raditchkov

Só para
fumantes – Júlio Ramón Ribeyro

Contos de
Belkin – Aleksander Pushkin

47 contos –
Isaac Bashevis Singer

O cocheiro
da morte – Selma Lagerlöf

Um episódio
distante – Paul Bowles

Educação
sentimental – Joyce Carol Oates

Biblioteca
do século XXI – Stanilaw Lem

O planalto
em chamas – Juan Rulfo

 

Os contistas

 

Luigi
Pirandello

Katherine
Mansfield

Bret Harte

Prosper Mérimée

Jorge Luís
Borges

Guy de
Maupassant

Franz Kafka

Machado de
Assis

Leonid
Andreiev

Anton
Tchekov

Rubem Braga
(não é contistas, sobrepaira sobre gêneros)

 

 

Romances brasileiros

 

Triste fim
de Policarpo Quaresma – Lima Barreto

A lua vem
da Ásia – Campos de Carvalho

Fogo morto –
José Lins do Rego

O quinze –
Raquel de Queiroz

A falência –
Julia Lopes de Almeida

O risco do
bordado – Autran Dourado

Os ratos –
Dyonélio Machado

São
Bernardo – Graciliano Ramos

Memórias
póstumas de Brás Cubas – Machado de Assis

Memórias
sentimentais de João Miramar – Oswald de Andrade

 

 

 

 

 

 

 

 

",http://lendoosclassicosluizruffato.blogspot.com/2021/11/balanco-final-caroaamigoa-no-dia-31de.html
"
 Memórias de Mama Blanca (1929)Teresa de la Parra (1889-1936) - VENEZUELA Tradução: Lizandra Magon Almeida       Rio de Janeiro: Oficina Raquel, 2021, 168 páginasA narradora utiliza um recurso técnico que, quando bem usado, é uma ferramenta excepcional para provocar verossimilhança: a de emprestar a voz a outrem. No caso, a narradora, na Advertência, explica que conviveu, menina ainda, com Mama Blanca, que lhe legou um ""manuscrito misterioso"", cujo volume que temos em mãos equivale às suas ""primeiras cem páginas"" (p. 24), correspondente à infância de Mama Blanca vivida numa fazenda de cana-de-açúcar e café nas imediações de Caracas, no século XIX. Filha de uma família aristocrática, cujo ""casamento luxuoso"" foi oficiado por um arcebispo e teve como um dos padrinhos um Presidente da República (p. 90), Blanca Nieves era uma das seis filhas em escadinha do fazendeiro Juan Manuel e da romântica Misia Carmen Maria, que formavam ""um rebanho de açucareiros ou de compoteiras invertidas"" (p. 39), criadas soltas na Pedra Azul, seguindo à risca os preceitos do pai: ""As meninas (...) devem estar sempre ao ar livre, não importa que tomem sol; sob nenhum pretexto devem ir à Caracas, nem a qualquer outro lugar povoado, onde possam pegar sarampo, coqueluche, difteria ou catapora; devem tomar banho de água fria e corrente; não devem usar muita roupa; devem se levantar o mais cedo possível e ir o quanto antes tomar um copo de leite ao pé da vaca"" (p. 137). Assim, com seu ""dom precioso de evocar o passado contando histórias"", com ""sua alma desordenada e panteísta"" (p. 18),  Mama Blanca vai anotando suas lembranças daqueles tempos remotos, aquela época ""perdida para sempre, na qual era tão doce viver"" (p. 159). Além da mãe, uma personagem saída das páginas dos romances românticos, mas traçada com tal precisão, que surge em carne e osso à nossa frente, e o pai, homem que padece em sua humana contradição, Mama Blanca traça três perfis que se agigantam e tomam conta do romance: o pobre, eloquente e inadaptado Primo Juancho, o sábio e desprezado Pedro Cochocho e o encantador de vacas Daniel. A Autora - já tratada aqui em resenha publicada no dia 2 de agosto de 2017 - possui um poder de evocação de mundos mortos raras vezes encontrado na literatura - e vale mesmo um paralelo com Fogo morto, a obra-prima de José Lins do Rego (já tratado aqui na resenha publicada no dia 22 de janeiro de 2018). Em um e outro romances, ambos sobre fazendas de cana-de-açúcar, mais ou menos da mesma época, há uma melancolia comedida, um lamento pela coisa perdida - aliás, é impressionante como o Primo Juancho se parece com o coronel Lula de Holanda, ambos personagens tragicamente pícaros. Aqui, a Autora, num rasgo genial, pinta, por meio de uma narrativa aparentemente ingênua, um grande painel onde são expostas as grandes fissuras das sociedades latino-americanas - no caso, mais especificamente, venezuelana -, com suas imensas desigualdades sociais, a mulher relegada a papel subalterno, o humano submetido ao econômico. Enfim,,um livro excepcional.Entre aspas:""(...) não ser esnobe me desprestigiou muitíssimo na consideração das pessoas, as quais só buscam  e exaltam quem saiba esmagá-las sob o peso de uma vaidade espetacular e estéril"" - (pág. 95-96) Avaliação: MUITO BOM(Outubro, 2021)

",http://lendoosclassicosluizruffato.blogspot.com/2021/10/memorias-de-mama-blanca-1929-teresa-de.html
"
  Um ano sobre o altiplano (1938)Emilio Lussu (1890-1975) - ITÁLIATradução: Ugo Giorgetti     São Paulo: Mundaréu, 2014, 206 páginasTrata-se de uma narrativa de não-ficção, relato de um ano (1916-1917) no front dos Alpes, na fronteira entre a Itália e o Império Austro-Húngaro, durante a I Guerra Mundial. O Autor, oficial do exército, conta, de forma bastante sugestiva, o que foi combater nas montanhas, entrincheirado, com raras oportunidades de descanso. O livro nos enovela naquela triste vida sem expectativa, nem de ganhar a guerra - por conta de questões logísticas, afinal lutava-se mais para manter território do que para avançar sobre o inimigo -, nem de voltar à normalidade, algo que parecia, naqueles tempos, totalmente fora de propósito. Com um olhar atento e prenhe de humanidade, o Autor mostra, sem julgar, os despropósitos dos comandantes, enlouquecidos pela ideia de heroísmo, e o ceticismo dos soldados, agarrados à sobrevivência a todo custo. Há personagens memoráveis, como o ensandecido general Leone, o comunista tenente Ottolenghi, o homicida major Malchiorri, morto por seu próprio pelotão, o apaixonado tenente Avellini... E também situações impressionantes, como a deserção do soldado Marassi, o motim dos soldados pedindo o fim da guerra, a perda da razão do coronel Abbati, a despedida dos pais do Autor, durante uma rápida folga... Um livro magnífico sobre um tema terrível...Avaliação: MUITO BOM(Julho, 2021) 

",http://lendoosclassicosluizruffato.blogspot.com/2021/07/ano-sobre-o-altiplano-1938-emilio-lussu.html
"
O mundo se despedaça (1958)Chinua Achebe (1930-2013) - NIGÉRIA  Tradução: Vera Queiroz da Costa e Silva          São Paulo: Companhia das Letras, 2021, 236 páginas Okwonko, membro da etnia Ibo, mora em Umuófia, uma das nove aldeias que formam o clã ao qual pertence. Bem-sucedido, respeitado por seus valores guerreiros e por sua riqueza - tem três esposas e fartura de inhame e vinho de palma -, ele almeja alcançar os mais altos títulos dignitários de seu povo. Tudo corre bem, até que, por uma infelicidade, ele mata, sem querer, um dos habitantes de sua aldeia, e, como pena, é exilado para a aldeia de sua mãe, Mbanta, por sete anos. No quarto ano vivendo em Mbanta, chegam missionários ingleses interessados em obter conversões para o cristianismo. Um dos convertidos, para frustração de Okwonko, é seu filho, Nwoye. Quando, terminado o período de exílio, Okwonko regressa a Umuófia, pensando em retomar sua antiga vida, descobre que tudo está mudado. Também lá se instalaram os missionários e a relação entre os moradores e os convertidos é tensa. Okwonko reassume seu papel de uma doas lideranças locais e participa de refregas contra os cristãos. Ao final, compreendendo que seu mundo tradicional se despedaçou, se mata. O Autor já foi resenhado aqui, com a obra-prima A paz dura pouco, publicada em 23 de novembro de 2018, cujo protagonista, curiosamente, também se chama Okwonko, Obi Okwonko. Avaliação: MUITO BOM(Novembro, 2021)

",http://lendoosclassicosluizruffato.blogspot.com/2021/11/o-mundo-se-despedaca-1958-chinua-achebe.html
"
 O livro do xadrez (1942)Stefan Zweig (1881-1942) - ÁUSTRIA Tradução: Silvia Bittencourt      São Paulo: Fósforo, 2021, 82 páginasEste conto longo (ou pequena novela, como queiram) contraria aqueles que acreditam em volume e não em qualidade. Em suas pouco mais de sessenta páginas, somos apresentados a um personagem intrigante, o campeão de xadrez Mirko Czentovic, órfão, ""filho de um barqueiro eslavo da região setentrional do Danúbio, extremamente pobre"" (p. 8), criado por um padre, entusiasta amador do jogo. Apesar de considerado um gênio do xadrez, Czentovic era pouco inteligente, tímido, intratável, pois, acima de tudo, faltava-lhe imaginação, o que não impedia, entretanto, que ele conseguisse brilhar neste jogo que ""não está em permanente evolução, ao mesmo tempo que segue estéril, pensamento que não leva a nada, matemática que nada calcula, arte sem obras, arquitetura sem substância, e mesmo assim a mais constante em sua existência do que os livros e obras"" (p. 14). Mas, após essa apresentação de um brilhante jogador e medíocre personalidade, que julgaríamos protagonista da história, somos apresentados a outro personagem, esse sim fascinante, o advogado doutor B. Mas, vamos ao cenário. O narrador encontra-se num vapor de passageiros que faz a viagem de Nova York a Buenos Aires, com uma escala no Rio de Janeiro - onde desembarcará -, e descobre que irá desfrutar da companhia de Czentovic, uma verdadeira celebridade, que, após ganhar todos os torneios nos Estados Unidos, parte para Buenos Aires, para desafiar os enxadristas locais. O narrador, um enxadrista amador, tenta se aproximar de Czentovic, para conhecer melhor sua personalidade, mas esbarra em sua total insociabilidade. Até que, por dinheiro, Czentovic aceita o convite-desafio de um engenheiro civil escocês, McConnor, que fizera fortuna com poços de petróleo na Califórnia, e enfrenta um grupo, capitaneado por McConnor, que joga coletivamente. Ele ganha fácil, mas MConnor pede revanche. Na segunda partida, já praticamente decidida em favor de Czentovic, um anônimo se aproxima e orienta a movimentação das peças no tabuleiro, conduzindo a partida para o empate. Entusiasmado, McConnor desafia Czentovic para uma nova partida, no dia seguinte, em nome do anônimo, que já havia desaparecido nos corredores do navio. O narrador procura o anônimo e comunica o desafio aceito por Czentovic, o que, num primeiro momento, o deixa em pânico, mas em seguida o arrebata. Então, em poucas páginas, ficamos conhecendo a história do doutor B., advogado de mosteiros e da família real austríaca, encarregado de contrabandear suas fortunas para fora do país, antes que sejam confiscadas pelo regime nazista. Doutor B. é de família nobre da Áustria e, quando preso pelos nazistas, ao invés de ser levado para um campo de concentração, é encarcerado num quarto de hotel, onde por quase um ano, sem livros, sem papel, sem caneta,  não tem contato com ninguém, a não ser com seus interrogadores: ""Não havia nada para fazer, para ouvir, para ver, por todo o lado estava o nada, ininterruptamente, um completo vazio de espaço e tempo"" (p. 34). E, então, num rasgo de ousadia, um dia ele consegue roubar um livro de xadrez, que decora, página a página, até à loucura. Ao final, não importa quem vence aquela partida, pois o que fica é a certeza de como a barbárie corrói os fundamentos da cultura. Entre aspas:""(...) antes de armarem suas tropas contra o mundo, os nazistas começaram a organizar outro exército, também perigoso e treinado, em todos os países vizinhos: a legião dos desfavorecidos, dos preteridos, dos ressentidos"" (pág. 30) Avaliação: OBRA-PRIMA(Setembro, 2021)

",http://lendoosclassicosluizruffato.blogspot.com/2021/09/o-livro-do-xadrez-1942-stefan-zweig.html
"
 Norte e Sul (1855)Elizabeth Gaskell (1810-1865) - INGLATERRA  Tradução: Frederico Pedreira        Lisboa: Relógio D'Água, 2016, 450 páginasÀs vezes me pego pensando como alguns autores clássicos são absolutamente desconhecidos no Brasil, inclusive mesmo naqueles nichos de excelência universitária. A Autora em questão é uma delas. Neste mesmo espaço tratei de outro excelente romance seu, Mary Barton, publicado sete anos antes deste - e resenhado aqui no dia 15 de dezembro de 2018. Dificilmente o leitor encontrará escritor à sua altura no século XIX - haverá os que ombrearão com ela, mas não quem a ultrapasse. É surpreendente sua capacidade de percepção do fenômeno da Revolução Industrial e das várias implicações que ela trazia para a sociedade em geral e para os indivíduos em particular. Com sua escrita irônica, seu humor em dose certa, ela discute uma das mudanças mais importantes no rumo da história da Humanidade com um conhecimento inacreditável da vida, tanto no âmbito da aristocracia que, com sua futilidade, ia, sem perceber, cedendo lugar à burguesia, classe que ainda não compreendia seu papel, quanto nas casas miseráveis dos operários, até ontem trabalhadores rurais (neste caso, muda a função, mas não a falta de perspectiva de melhoria de vida).  A Autora, além disso, prova, mais uma vez, aquela máxima de que autores medianos se encaixam nos pressupostos de escola literária, mas autores excepcionais simplesmente ignoram regras ou limites. A visão de mundo da narradora, extremamente realista, não teme criticar as condições terríveis que viviam a classe operária, enquanto a aristocracia chafurdava na banalidade. Margaret Hale, embora filha de um pároco de aldeia, no sul da Inglaterra, vive há anos com a tia e a prima em Londres. Mas, quando a prima, Edith, se casa com o capitão Lennox, e vai morar em Corfu (Grécia), Margaret retorna à casa paterna. Lá, ela volta a ter contato com os aldeões e a vida simples de um lugar pequeno e afastado. Mas, logo seu pai é acometido de uma crise espiritual, que o faz abandonar o cargo religioso e o obriga a levar a família a morar em Milton, uma próspera cidade industrial no norte da Inglaterra. Lá, ele torna-se professor particular e o nível de vida sofre uma queda. Margaret se interessa pelos vizinhos e acaba se aproximando de uma moça tuberculosa, Bessy Higgins, e conhece então a condições miserável em que vivem os operários das fábricas de tecido. Margaret tem 18 anos e é assediada por Henry Lennox, cunhado de Edith, mas o rejeita. E também é assediada pelo jovem industrial, John Thornton, de modesta origem, mas também o rejeita. Margaret é uma mulher inteligente, culta e independente, e paga, com a solidão e a incompreensão, por isso. Não vou me deter nas várias subtramas, muitíssimo bem engendradas, mas apenas me referir ao plot central. Por um mal entendido, Thornton crê que Margaret o rejeitou por estar apaixonado por outro homem. E, embora mantenha contato com sua família, aos poucos esfria sua relação com Margaret. Enquanto isso, ele enfrenta uma greve dos trabalhadores e, convivendo com o pai de Bessy, um dos cabeças do movimento paredista, tenta empreender mudanças na gestão de sua fábrica. Em um curto intervalo morando em Milton, Margaret perde a mãe, o pai e o Sr. Bell, um grande amigo de seu pai, morador em Oxford. E também morre Bessy. Margaret então volta a viver em Londres, recebe de herança uma fortuna do Sr. Bell (e mesmo esse expediente, que poderia parecer fortuito e forçado, não o é nas mãos talentosas da Autora) e é novamente assediada por Henry Lennox, agora com a complacência de Edith e de sua tia, interessadas em ter a nova rica mais perto delas. Mas Margaret termina por se entender com John Thornton. As duas frase finais só poderiam ser perpetradas por uma Autora acima de seus pares... Os personagens são todos - sem exceção - ricamente desenhados - cada um tem suas características bem determinadas, não se confundindo uns com os outros, com destaque para a própria Margaret e o sarcástico Sr. Bell.Aqui, um exemplo da visão de mundo certeira da Autora. No início, John Thornton pensa que ""o semblante das gentes de Milton [ele está se referindo especificamente aos operários] nada mais é que o castigo natural para vontades satisfeitas de um modo desonesto num qualquer período da vida. Não considero que as pessoas libidinosas e autoindulgentes sejam merecedoras do meu ódio; simplesmente olho para elas com desprezo, perante a pobreza de caráter que mostram"" (p. 92). Mais tarde, tendo tomado contato com as condições miseráveis de seus empregados, diz o mesmo Thornton: ""Daí tinha nascido aquela relação que, embora não pudesse prevenir todos os futuros confrontos entre opiniões e forma de atuar, iria permitir que, chegado o momento, patrão e operário se pudessem olhar mutuamente com maior empatia e compreensão e ser mais pacientes e amáveis um com o outro"" (p, 434). Alguém pergunta a Thornton se ""isso evitaria a recorrência de greves"" e ele responde: ""De maneira nenhuma. A minha esperança mais otimista resume-se a isto: que as greves deixem de ser as fontes amargas e venenosas de ódio que até hoje têm sido. Um homem mais esperançoso pode imaginar que um contacto mais direto e cordial entre as classes irá acabar com as greves. Em todo o caso, eu não sou esse homem"" (pág.  446)*...* Mesmo esse sentimento filantropo e altruísta de John Thornton, que poderia parecer um exagero da Autora, é factual. Eu mesmo conheci um empreendimento progressista, na verdade, um laboratório social interessantíssimo, a Villa Crespi d'Adda, uma vila operária construída pela familia Crespi em torno do complexo fabril, em Capriace San Gervasio, perto de Bérgamo, na Itália, muito próximo das ideias de melhorias da vida dos operários manifestada por Thornton.Entre aspas:""Uma criatura pode estar embebida em mel e não conseguir levantar voo"" (pág. 88)""A lealdade e a obediência à sabedoria e à justiça são valiosas; ainda assim, mais valioso é desafiar o poder arbitrário que é usado de um modo injusto e cruel - não o fazendo por nós, mas pelos outros que estão mais indefesos"" (pág. 117) Avaliação: OBRA-PRIMA(Outubro, 2021)

",http://lendoosclassicosluizruffato.blogspot.com/2021/10/norte-e-sul-1855-elizabeth-gaskell-1810.html
"
 Tempestades de aço (1920)Ernst Jünger (1895-1998) - ALEMANHATradução: Marcelo Backes     São Paulo: CosacNaify, 2013, 347 páginasTrata-se de um relato da participação do Autor no front da I Guerra Mundial, como oficial do exército alemão, no qual se alistou como voluntário e permaneceu entre janeiro de 1915 e agosto de 1918, e, ""não contadas insignificâncias como tiros de ricochete e feridas abertas"", ""fora atingido pelo menos catorze vezes"" (p. 345-346) - recebendo por isso, a Ordre pour le méritre, ao final do conflito. O livro é uma narrativa bastante objetiva do confronto - o Autor se encontrava na frente ocidental, entre terras francesas e belgas, combatendo as forças aliadas (ora ingleses, ora indianos, ora neozelandeses). O que mais impressiona, de fato, não é nem mesmo a forma quase científica com que são descritos os horrores da guerra - uma objetividade que se faz por vezes desumana -, mas o orgulho e o fascínio demonstrados pela guerra. São inúmeras frases como essa: ""Durante a tarde, a aldeia permanecia sob o fogo dos mais diferentes calibres. Apesar do perigo, eu só conseguia me separar da lucarna no sótão de minha casa com muita dificuldade, pois eram empolgante o espetáculo das guarnições isoladas e dos mensageiros correndo afoitos; muitas vezes eles se jogavam no chão, no terreno bombardeado, enquanto à direita e à esquerda deles a terra se levantava em redemoinho"" (p. 162). Ou essa: ""Ao avançar, uma fúria ancestral tomou conta de nós. Um desejo supremo de matar deu asas a nossos passos. A raiva me arrancou lágrimas amargas"" (p. 279). Estranhamente, o Autor, ao contrário de outras narrativas da mesma época, em momento algum questiona os superiores que enviam os subordinados para a carnificina ou coloca em xeque a ideia da guerra em si - que, ao fim e ao cabo, serve apenas para estabelecer marcos políticos à custa de vidas humanas, empolgadas com abstrações sem sentido como nacionalismo, patriotismo, etc. Ele simplesmente marcha para a frente, empolgado com a guerra-ela-mesma, que tanto arrebatou os movimento protofascistas do começo do século XX. Apesar de tudo - e isso demonstra que o que no campo literário a intenção do autor é o que menos importa -, o livro começa com uma ilusão e termina com a imposição do real. ""Havíamos deixado as salas de aula, bancos de escolas e mesas de trabalho e, em curtas semanas de treinamento, estávamos fundidos em um grande e entusiasmado corpo. Criados em uma época de segurança, todos sentíamos a nostalgia do incomum, do grande perigo. E então a guerra tomou conta de nossas vidas como um desvario. Em uma chuva de flores, saímos de casa, inebriados com a atmosfera de rosas e sangue. A guerra, por certo, nos proporcionaria o imenso, o forte, o solene. Ela nos parecia uma ação máscula, uma divertida peleja de atiradores em prados floridos e orvalhados de sangue"" (p. 7). E esse entusiasmo termina assim: ""Tínhamos um número cada vez menor de homens para lhes opor resistência [aos inimigos], muitas vezes quase crianças, e também faltavam equipamentos e treinamentos"" (p. 329).  Avaliação: BOM(Setembro, 2021)

",http://lendoosclassicosluizruffato.blogspot.com/2021/09/tempestades-de-aco-1920-ernst-junger.html
